ensgene,length,SRR493366,SRR493367,SRR493368,SRR493369,SRR493370,SRR493371
ENSG00000161010,8496,103,98,145,182,188,211
ENSG00000197226,11473,2070,2335,3075,2073,2437,2826
ENSG00000113269,12822,341,400,494,373,419,486
ENSG00000146090,2961,0,0,0,3,0,1
ENSG00000050748,8955,561,680,844,696,847,979
ENSG00000131459,4780,579,716,876,1310,1251,1761
ENSG00000113300,6586,477,537,659,425,483,569
ENSG00000161055,846,1,0,0,1,0,0
ENSG00000037280,8852,6,4,4,4,1,1
ENSG00000174339,1058,0,0,0,0,0,0
ENSG00000131446,5817,2821,3271,4167,3349,3853,4313
ENSG00000196670,4197,127,134,169,163,151,188
ENSG00000113303,3924,0,0,0,0,0,0
ENSG00000168903,2440,0,0,0,0,0,0
ENSG00000165810,5565,0,0,0,0,0,0
ENSG00000185372,948,0,0,0,0,0,0
ENSG00000182613,948,0,0,0,0,0,0
ENSG00000146054,7338,3,9,11,5,8,6
ENSG00000146063,12803,354,360,459,475,547,623
ENSG00000204628,5990,11442,12638,16323,10669,11912,13500
ENSG00000183718,6562,79,71,99,98,112,130
ENSG00000230178,995,0,0,0,0,0,0
ENSG00000112679,5686,147,149,214,155,171,218
ENSG00000137265,5898,0,2,0,0,1,0
ENSG00000112685,4983,715,843,1041,565,668,791
ENSG00000188996,1025,2,2,4,3,2,0
ENSG00000164379,1715,2,0,5,40,34,30
ENSG00000137273,2187,234,287,356,467,526,667
ENSG00000054598,3926,259,302,395,498,556,701
ENSG00000112699,4304,175,231,292,149,167,191
ENSG00000145949,5806,6,11,9,9,12,10
ENSG00000124535,3877,649,646,857,1157,1150,1420
ENSG00000021355,3094,200,267,285,147,173,193
ENSG00000170542,4118,45,73,77,58,74,73
ENSG00000124570,4729,1123,1321,1482,1222,1361,1627
ENSG00000124588,11558,349,382,436,288,295,391
ENSG00000137275,4231,480,530,685,532,584,720
ENSG00000137274,5780,82,105,110,59,91,77
ENSG00000137267,1727,1207,1384,1847,440,536,500
ENSG00000137285,2194,141,122,172,53,73,61
ENSG00000180822,10418,114,119,165,111,142,134
ENSG00000137266,8898,77,90,98,208,164,234
ENSG00000168994,2474,701,859,1078,606,681,726
ENSG00000145945,1932,77,93,112,57,56,70
ENSG00000112739,7859,883,981,1326,1253,1338,1516
ENSG00000145975,3138,0,0,1,3,2,2
ENSG00000185689,3319,4,4,4,1,4,5
ENSG00000198721,4579,580,694,815,531,587,602
ENSG00000153046,4531,400,439,557,649,797,858
ENSG00000124787,1962,81,115,138,83,108,94
ENSG00000219607,4907,7,13,13,11,8,13
ENSG00000214113,9443,183,235,264,164,209,246
ENSG00000145982,2351,106,116,147,95,115,122
ENSG00000124785,2328,0,1,4,1,2,0
ENSG00000124491,4690,0,0,0,0,0,0
ENSG00000112799,1254,0,0,0,0,0,0
ENSG00000124782,17254,408,467,581,458,478,568
ENSG00000124783,11349,3773,4500,5574,4172,4906,5207
ENSG00000164304,3512,0,0,1,0,0,0
ENSG00000124784,3237,263,295,362,295,361,357
ENSG00000096696,10093,1837,2050,2352,4871,5718,5754
ENSG00000168566,5836,248,313,365,324,396,422
ENSG00000153162,2780,11,20,19,21,29,37
ENSG00000259040,3302,0,0,0,1,0,0
ENSG00000239264,4387,136,154,229,108,121,130
ENSG00000188428,3315,136,157,157,119,152,153
ENSG00000265818,768,0,0,0,0,0,0
ENSG00000124802,2107,110,135,158,141,158,183
ENSG00000124786,2137,441,599,693,708,762,836
ENSG00000181355,4807,0,0,0,1,0,0
ENSG00000137203,8245,77,67,99,58,61,60
ENSG00000111846,9052,43,59,70,85,108,157
ENSG00000137434,884,1,2,0,2,2,0
ENSG00000111845,1800,247,320,385,305,330,406
ENSG00000111843,1321,935,1056,1290,1264,1355,1571
ENSG00000137210,4815,289,340,398,225,274,301
ENSG00000272162,1589,0,0,0,0,0,0
ENSG00000111837,4226,4,5,3,0,4,7
ENSG00000124827,2441,0,0,0,0,0,0
ENSG00000153157,3962,1,0,0,0,0,0
ENSG00000197977,3997,193,245,266,25,45,26
ENSG00000224531,4688,418,464,587,740,840,1056
ENSG00000244476,3242,0,0,0,0,0,0
ENSG00000111859,10359,378,425,522,214,319,331
ENSG00000205269,8362,29,33,49,41,31,49
ENSG00000111863,4150,10,17,33,15,16,28
ENSG00000095951,10979,475,523,662,542,634,712
ENSG00000078401,2033,157,196,285,98,198,211
ENSG00000112137,11200,1,1,0,2,5,3
ENSG00000145979,8300,138,171,229,237,259,283
ENSG00000145990,10686,75,114,112,75,76,81
ENSG00000124523,6023,76,79,114,66,65,90
ENSG00000225921,1865,641,761,944,655,761,827
ENSG00000010017,3347,718,772,957,1087,1322,1534
ENSG00000050393,6057,349,409,528,323,345,418
ENSG00000180537,4090,85,128,144,84,97,115
ENSG00000112149,2515,33,30,44,15,11,17
ENSG00000008083,6015,349,388,494,974,911,1345
ENSG00000047579,3052,110,121,160,140,155,204
ENSG00000007944,3033,34,36,41,43,58,58
ENSG00000137198,2232,86,112,142,55,74,77
ENSG00000124788,16487,360,445,505,751,833,956
ENSG00000230873,2882,0,0,0,0,0,0
ENSG00000112183,3444,182,242,293,214,312,312
ENSG00000112186,3637,839,890,1177,145,227,190
ENSG00000137414,4677,563,688,814,395,482,493
ENSG00000124789,6030,941,1122,1326,1072,1241,1462
ENSG00000137177,11006,1370,1632,1896,1692,1970,2180
ENSG00000187566,1188,14,18,23,14,7,19
ENSG00000137364,3181,365,425,517,224,258,267
ENSG00000165097,4595,304,348,429,199,252,256
ENSG00000124795,4361,1592,1957,2254,648,770,899
ENSG00000137393,5175,36,40,52,15,19,29
ENSG00000172201,2344,53,60,72,131,147,175
ENSG00000172197,1794,14,20,26,4,8,15
ENSG00000112242,5164,401,492,634,490,550,693
ENSG00000145996,4602,120,147,161,106,121,126
ENSG00000124766,5851,682,744,933,4168,4192,5605
ENSG00000172179,1364,1,0,0,0,0,1
ENSG00000112273,2174,0,0,0,0,0,0
ENSG00000152954,4185,0,0,0,0,0,0
ENSG00000146038,4996,0,0,3,0,0,0
ENSG00000146049,1382,0,0,0,0,0,0
ENSG00000124532,5133,273,344,369,254,301,340
ENSG00000112293,4919,1,6,9,1,1,3
ENSG00000112294,5525,34,31,51,9,16,18
ENSG00000137261,7172,2,4,4,4,5,9
ENSG00000111802,3082,447,490,598,711,803,990
ENSG00000112304,4394,142,202,218,193,225,218
ENSG00000112308,4134,2241,2403,2975,1460,1619,1744
ENSG00000112312,2476,156,215,257,64,85,107
ENSG00000260286,814,0,0,0,0,0,0
ENSG00000282804,654,0,0,0,0,0,0
ENSG00000111913,8018,86,74,104,81,118,91
ENSG00000079691,6741,80,84,127,65,98,93
ENSG00000079689,1482,0,0,0,0,0,0
ENSG00000164508,396,0,0,0,0,0,0
ENSG00000146047,384,0,0,0,0,0,0
ENSG00000146039,4633,0,0,0,0,0,0
ENSG00000124568,2044,0,0,0,0,0,0
ENSG00000124564,3594,0,0,0,0,0,0
ENSG00000112337,2568,0,0,0,0,0,0
ENSG00000112343,9413,342,396,467,489,511,606
ENSG00000124610,648,0,0,0,0,0,0
ENSG00000275714,411,1,4,0,0,0,2
ENSG00000278637,312,0,0,0,0,0,0
ENSG00000278705,438,0,0,1,0,0,0
ENSG00000274267,411,2,2,4,0,2,2
ENSG00000278463,393,0,0,0,0,0,0
ENSG00000276410,563,1,0,0,0,2,0
ENSG00000278272,411,0,1,2,1,1,1
ENSG00000187837,642,222,243,341,307,359,366
ENSG00000010704,5675,165,188,239,141,157,142
ENSG00000197061,435,0,1,1,3,0,4
ENSG00000187475,718,0,0,0,2,0,1
ENSG00000180596,834,70,68,102,105,111,125
ENSG00000180573,1668,544,675,781,1377,1585,1834
ENSG00000168298,660,2,1,0,1,0,1
ENSG00000158373,871,89,100,111,287,280,312
ENSG00000274290,386,1,2,1,2,0,0
ENSG00000277157,312,4,1,2,2,0,0
ENSG00000197409,411,22,18,28,28,20,19
ENSG00000196866,393,5,7,14,10,9,6
ENSG00000277224,381,0,1,0,3,3,1
ENSG00000276966,312,2,3,7,8,10,7
ENSG00000273802,627,23,32,37,44,55,66
ENSG00000277075,393,2,4,7,10,5,16
ENSG00000274750,411,4,11,9,5,14,12
ENSG00000124575,666,1,0,1,0,1,2
ENSG00000274618,312,0,0,0,0,0,0
ENSG00000275663,297,0,0,0,0,0,0
ENSG00000277775,411,2,0,2,0,1,0
ENSG00000275713,381,5,10,4,1,2,0
ENSG00000273983,2411,2,2,4,0,0,1
ENSG00000278588,381,0,1,3,0,0,1
ENSG00000158406,397,44,46,46,70,87,70
ENSG00000186470,7042,203,253,261,473,469,578
ENSG00000124508,6398,169,174,207,332,408,503
ENSG00000026950,5547,199,208,251,323,350,386
ENSG00000111801,5658,184,179,249,275,332,320
ENSG00000112763,3787,854,981,1299,1631,1807,2202
ENSG00000124557,2895,1,0,0,0,0,0
ENSG00000182952,1274,482,601,726,939,980,1213
ENSG00000146109,2949,223,286,349,312,336,418
ENSG00000181315,5059,113,108,141,188,175,267
ENSG00000124635,950,31,27,44,73,88,99
ENSG00000196787,2250,31,27,55,32,40,36
ENSG00000276180,1294,214,201,250,207,233,246
ENSG00000197903,381,527,540,685,510,621,603
ENSG00000274997,387,0,1,0,0,0,0
ENSG00000112812,5290,0,0,2,1,0,1
ENSG00000158553,3354,1,0,0,0,0,0
ENSG00000124613,4834,15,15,23,28,37,24
ENSG00000096654,3122,97,76,125,124,141,173
ENSG00000185130,488,0,0,1,0,1,1
ENSG00000196747,503,3,6,7,17,7,8
ENSG00000278828,1237,23,21,32,31,42,41
ENSG00000276368,387,0,0,0,0,0,0
ENSG00000273703,381,1,0,0,0,0,0
ENSG00000197238,373,0,1,0,1,1,0
ENSG00000273542,312,3,1,6,5,7,3
ENSG00000233822,5477,20,14,22,25,22,19
ENSG00000275221,393,0,0,0,0,0,0
ENSG00000276903,393,0,1,0,1,0,0
ENSG00000184357,681,1,3,3,0,0,0
ENSG00000275379,411,1,0,2,2,0,0
ENSG00000275126,312,0,0,0,0,1,0
ENSG00000197153,775,1,0,1,0,1,0
ENSG00000278677,393,0,0,0,0,0,0
ENSG00000274641,381,2,1,0,1,3,2
ENSG00000168131,1212,0,0,0,0,0,0
ENSG00000124657,942,1,1,1,1,2,0
ENSG00000197279,2107,3,3,5,5,4,8
ENSG00000196812,1328,14,13,19,23,23,30
ENSG00000198315,7565,393,397,500,740,734,913
ENSG00000137185,3705,123,92,125,180,199,243
ENSG00000187626,2375,64,42,64,65,65,81
ENSG00000189134,1639,15,11,18,12,18,19
ENSG00000197062,2933,117,125,142,97,116,158
ENSG00000276302,557,0,1,0,0,1,1
ENSG00000137338,3100,93,118,126,86,72,86
ENSG00000235109,4957,21,19,19,26,22,32
ENSG00000189298,4842,74,63,78,69,87,89
ENSG00000158691,5495,79,70,94,111,117,139
ENSG00000187987,3283,14,15,23,25,31,35
ENSG00000198704,2018,0,0,0,0,0,0
ENSG00000224586,2002,0,0,0,0,0,0
ENSG00000232040,5824,0,1,5,2,4,10
ENSG00000204713,7986,763,899,1089,1178,1191,1550
ENSG00000197935,3176,2,5,9,6,4,8
ENSG00000204704,1028,0,0,0,0,0,0
ENSG00000204703,1007,0,0,0,0,0,0
ENSG00000204701,936,0,0,0,0,0,0
ENSG00000204700,1272,0,0,0,0,0,0
ENSG00000204695,966,0,0,0,0,0,0
ENSG00000243729,1266,0,0,0,0,0,0
ENSG00000112462,1869,0,0,0,0,0,0
ENSG00000168787,924,0,0,0,0,0,0
ENSG00000204694,2864,0,0,0,0,0,0
ENSG00000279941,939,0,0,0,0,0,0
ENSG00000204688,3708,0,0,0,0,0,0
ENSG00000204687,1260,0,0,0,0,0,0
ENSG00000213886,1087,0,0,0,0,0,0
ENSG00000204681,8470,180,147,210,210,219,251
ENSG00000204657,1584,0,0,1,0,0,0
ENSG00000204655,3196,0,0,0,0,0,0
ENSG00000204644,2149,0,0,0,0,0,0
ENSG00000204642,4342,4,5,10,4,6,10
ENSG00000204632,1763,8,12,7,14,11,13
ENSG00000206503,2710,3464,3745,4815,6172,6556,8294
ENSG00000066379,3672,43,48,71,85,94,104
ENSG00000204619,2538,605,603,829,880,1016,1184
ENSG00000204618,2206,14,6,12,23,22,16
ENSG00000204616,3535,1,0,0,0,0,1
ENSG00000204614,2497,0,0,0,0,0,0
ENSG00000204613,3546,0,0,0,0,0,0
ENSG00000204610,2515,0,0,0,0,0,0
ENSG00000234127,4377,500,655,805,669,680,846
ENSG00000204599,4226,105,81,134,124,141,149
ENSG00000248167,1702,0,0,0,0,0,0
ENSG00000241370,1606,9,8,7,6,2,8
ENSG00000204592,2975,2125,2353,2977,3981,4396,5435
ENSG00000204590,8646,1018,1137,1498,1300,1428,1665
ENSG00000204576,4281,145,142,202,190,197,238
ENSG00000204574,4523,1600,1734,2284,1989,2024,2595
ENSG00000204569,5215,985,984,1257,1572,1364,1826
ENSG00000204568,1888,390,487,582,452,465,547
ENSG00000137343,4035,74,86,108,172,194,197
ENSG00000204564,2118,108,115,124,109,123,137
ENSG00000204560,4008,676,752,981,869,915,1147
ENSG00000146112,4599,2498,2828,3538,4429,4511,5642
ENSG00000137404,2045,174,217,273,122,111,141
ENSG00000137337,8064,442,523,704,331,317,368
ENSG00000196230,3359,18515,22340,28652,10735,12658,13924
ENSG00000137312,3186,1475,1647,2271,1508,1636,1941
ENSG00000137331,1356,902,932,1127,3723,3553,5244
ENSG00000204580,9122,762,846,1080,2298,2250,2976
ENSG00000213780,2353,1,2,2,2,8,6
ENSG00000137411,8448,204,185,298,191,226,260
ENSG00000196260,691,0,0,0,0,0,0
ENSG00000168631,5314,0,0,0,0,0,0
ENSG00000204544,3793,0,0,0,0,0,0
ENSG00000261272,6019,0,0,0,0,0,0
ENSG00000204542,1140,0,0,0,0,0,0
ENSG00000204540,5781,5,3,6,3,1,2
ENSG00000204539,2552,0,0,1,0,0,0
ENSG00000204538,1150,0,0,0,0,0,0
ENSG00000204536,5086,147,157,199,93,114,133
ENSG00000137310,3538,305,406,539,55,101,74
ENSG00000204531,2881,2,2,5,2,0,0
ENSG00000206344,2354,5,6,6,3,0,2
ENSG00000204525,2850,2427,2753,3510,3753,4240,5021
ENSG00000234745,3012,2514,2678,3567,3325,3887,4288
ENSG00000204520,2386,800,849,1063,1323,1422,1627
ENSG00000204516,2798,185,190,225,273,305,327
ENSG00000204511,955,0,0,0,0,0,0
ENSG00000198563,7007,484,491,577,696,817,955
ENSG00000254870,2372,0,0,0,0,0,0
ENSG00000213760,2147,21,15,18,19,27,25
ENSG00000204498,1779,122,144,155,152,161,185
ENSG00000226979,1737,0,0,0,0,0,1
ENSG00000232810,1676,0,0,0,1,0,0
ENSG00000227507,1535,0,0,0,1,0,0
ENSG00000204482,2281,0,0,0,0,2,0
ENSG00000204475,1212,0,0,1,0,0,0
ENSG00000204472,1276,0,0,0,0,0,0
ENSG00000204469,9115,5080,5734,7382,4771,5270,6233
ENSG00000204463,5310,2621,2956,4047,4632,4794,6024
ENSG00000204444,1660,12,12,11,11,24,14
ENSG00000204439,2475,197,227,265,377,394,493
ENSG00000204438,3528,160,204,265,326,303,405
ENSG00000204435,2933,319,399,545,516,555,634
ENSG00000263020,2746,1,1,0,0,0,1
ENSG00000240053,3031,10,9,18,10,12,20
ENSG00000204428,2621,15,13,22,29,32,37
ENSG00000204427,4153,15,19,30,54,40,52
ENSG00000204422,2332,0,0,0,0,0,0
ENSG00000204424,920,0,0,0,0,0,0
ENSG00000250641,1266,0,0,0,0,0,0
ENSG00000255552,1104,0,0,0,0,0,0
ENSG00000244355,614,0,0,0,0,0,0
ENSG00000204420,2937,0,1,0,0,0,2
ENSG00000204421,1103,0,0,0,0,0,0
ENSG00000213722,2538,604,703,830,907,1001,1263
ENSG00000213719,1942,5135,6136,7524,5711,6105,7415
ENSG00000204410,6234,8,8,14,4,7,6
ENSG00000255152,4140,0,0,0,0,0,0
ENSG00000228727,1557,1,0,1,0,1,1
ENSG00000204396,3638,7,8,14,7,6,13
ENSG00000204394,6081,2169,2571,3349,1150,1357,1510
ENSG00000204392,1077,197,222,275,194,224,256
ENSG00000204390,2544,10,24,21,27,22,30
ENSG00000204389,2483,229,213,318,343,361,413
ENSG00000204388,2521,174,204,288,424,401,513
ENSG00000204387,1801,1614,1879,2241,1485,1657,1905
ENSG00000204386,4822,610,632,855,1802,1792,2285
ENSG00000204385,3369,0,0,2,0,0,0
ENSG00000204371,7289,627,686,924,600,650,788
ENSG00000166278,5536,3,0,2,4,1,1
ENSG00000204366,1875,96,88,133,72,94,107
ENSG00000244255,4069,0,0,0,0,0,0
ENSG00000243649,4997,5,5,9,3,6,4
ENSG00000204356,2719,640,696,880,603,609,683
ENSG00000204351,5565,724,773,1049,869,931,1126
ENSG00000204348,2483,106,108,151,109,133,143
ENSG00000204344,3954,98,98,130,137,173,190
ENSG00000244731,7191,2,3,4,10,4,5
ENSG00000279546,69,0,0,0,0,0,0
ENSG00000224389,7116,2,0,2,2,4,4
ENSG00000231852,2909,0,1,0,0,1,0
ENSG00000168477,15623,5,4,5,14,12,11
ENSG00000213676,3660,924,990,1290,1418,1619,1965
ENSG00000204315,1345,43,51,65,61,44,79
ENSG00000204314,4261,12,16,13,23,19,24
ENSG00000221988,2940,89,93,113,220,197,269
ENSG00000258388,5512,5,0,3,4,2,6
ENSG00000241404,2621,7,4,1,5,9,8
ENSG00000204310,3631,879,965,1254,1237,1382,1619
ENSG00000204308,1178,331,366,448,620,596,820
ENSG00000204305,2077,17,14,11,24,25,25
ENSG00000204304,4344,599,752,904,865,887,1086
ENSG00000213654,1854,124,130,178,139,154,172
ENSG00000204301,9748,8,2,10,8,11,16
ENSG00000204296,2474,0,0,0,0,0,0
ENSG00000204290,1468,0,0,0,0,0,0
ENSG00000204287,1280,0,0,0,0,0,1
ENSG00000198502,1260,0,0,0,0,0,0
ENSG00000196126,1304,0,0,0,0,0,0
ENSG00000196735,6927,0,0,0,0,0,0
ENSG00000179344,4904,0,0,0,0,0,0
ENSG00000237541,1524,0,0,0,0,0,0
ENSG00000232629,2028,0,0,0,0,0,0
ENSG00000241106,1858,3,8,4,4,7,5
ENSG00000250264,2705,0,0,0,1,0,0
ENSG00000204267,6390,245,306,399,472,611,724
ENSG00000204264,2006,202,246,290,360,401,475
ENSG00000240065,3072,48,47,69,60,35,41
ENSG00000168394,4578,510,563,677,401,408,492
ENSG00000242574,4655,4,4,2,16,24,28
ENSG00000248993,612,0,0,0,0,0,0
ENSG00000204257,2534,33,37,41,44,81,79
ENSG00000204256,7337,2144,2265,3065,2921,3131,3762
ENSG00000204252,4012,0,0,1,1,0,0
ENSG00000231389,5748,0,0,0,0,0,1
ENSG00000223865,2791,37,43,57,42,54,77
ENSG00000204248,6740,12,8,11,14,13,17
ENSG00000204231,3920,605,644,812,380,413,454
ENSG00000112473,2845,4088,4578,5752,6437,6878,7817
ENSG00000204228,1171,3,4,6,3,2,4
ENSG00000204227,1818,489,543,732,510,554,686
ENSG00000223501,4503,368,448,554,425,482,578
ENSG00000231500,1898,10864,12222,14724,10162,11306,12673
ENSG00000235863,2356,7,7,14,15,14,11
ENSG00000227057,3115,860,1030,1243,877,1028,1158
ENSG00000204220,2953,284,347,381,314,356,414
ENSG00000237441,4541,337,378,448,655,622,807
ENSG00000231925,5056,2358,2700,3263,3241,3457,4220
ENSG00000236104,2728,225,265,288,337,409,494
ENSG00000204209,3664,1247,1440,1826,1113,1244,1334
ENSG00000237649,3345,396,574,775,80,106,108
ENSG00000112511,3596,560,641,829,610,748,843
ENSG00000112514,1876,1513,1715,2209,1781,2013,2276
ENSG00000197283,11004,234,258,335,355,427,514
ENSG00000213588,3014,0,0,0,0,0,0
ENSG00000030110,2212,337,399,512,737,765,965
ENSG00000096433,9870,209,278,402,206,207,267
ENSG00000137288,4689,287,313,360,191,212,235
ENSG00000161896,2822,3,6,2,1,5,2
ENSG00000161904,6788,692,740,988,900,987,1165
ENSG00000096395,566,0,0,0,1,1,0
ENSG00000124493,16300,3,1,0,11,7,21
ENSG00000137309,2327,15622,17943,23902,15673,16030,19657
ENSG00000186577,2229,184,207,279,429,423,569
ENSG00000272325,9905,286,385,388,413,433,482
ENSG00000270800,876,0,0,0,0,0,1
ENSG00000124614,1642,36,64,55,58,56,75
ENSG00000124507,4807,0,0,1,0,1,1
ENSG00000124664,1914,0,1,0,0,2,0
ENSG00000196821,4551,1449,1642,2135,2540,2796,3320
ENSG00000124562,1277,802,934,1151,779,810,1067
ENSG00000065060,9908,329,349,449,82,83,84
ENSG00000064995,1580,228,245,296,434,500,593
ENSG00000064999,6777,447,486,630,505,590,657
ENSG00000124678,3306,3,3,5,1,0,2
ENSG00000146197,7356,1635,1868,2515,1368,1610,1658
ENSG00000065029,6789,201,249,295,260,293,368
ENSG00000023892,2545,18,16,22,8,7,6
ENSG00000112033,4457,1329,1546,2047,1577,1652,1951
ENSG00000112039,2554,95,106,142,46,49,53
ENSG00000198755,1501,4677,5625,6878,5132,5930,6791
ENSG00000007866,3046,677,772,1013,629,789,852
ENSG00000112041,2958,1,0,0,2,1,1
ENSG00000096060,10628,225,252,352,145,173,190
ENSG00000157343,1418,4,3,1,2,1,2
ENSG00000196748,611,0,0,0,0,0,0
ENSG00000204140,790,0,0,0,0,0,0
ENSG00000137392,601,0,0,0,0,0,0
ENSG00000197753,2961,0,0,0,0,0,1
ENSG00000096063,6692,1085,1287,1532,1321,1513,1719
ENSG00000112053,6036,3,2,1,2,1,2
ENSG00000112062,6860,885,966,1181,986,1143,1313
ENSG00000156711,7197,95,128,146,231,262,318
ENSG00000096070,6613,855,963,1249,1040,1107,1315
ENSG00000180316,2567,0,1,0,0,0,0
ENSG00000189325,3736,0,0,0,0,0,0
ENSG00000010030,2374,1,2,5,9,7,7
ENSG00000179165,2108,0,0,0,0,0,0
ENSG00000112078,6239,1987,2305,2816,1703,2029,2227
ENSG00000112079,3576,839,904,1225,976,1005,1169
ENSG00000112081,7118,2558,3010,3793,1779,2161,2446
ENSG00000124762,3050,10157,10966,14153,42718,44929,53426
ENSG00000255587,4247,1,1,0,1,0,0
ENSG00000124772,6330,2,3,1,0,0,3
ENSG00000137168,1810,373,480,559,265,344,342
ENSG00000198663,7340,1723,1973,2347,1868,2230,2411
ENSG00000164530,2332,3,5,8,7,9,10
ENSG00000137409,3126,4229,4944,6243,4714,5152,5954
ENSG00000146192,10167,0,0,1,0,0,2
ENSG00000137193,2977,167,211,262,57,101,89
ENSG00000172738,2737,38,39,54,50,69,47
ENSG00000065491,3462,147,179,221,230,223,253
ENSG00000112130,6575,285,340,353,402,393,491
ENSG00000137200,5274,663,744,967,710,740,876
ENSG00000198937,619,126,132,194,77,108,109
ENSG00000112139,14187,341,435,537,616,610,716
ENSG00000156639,4036,1453,1682,2166,1508,1721,1916
ENSG00000183826,9537,450,481,614,692,816,1070
ENSG00000124767,2352,1404,1688,2063,1072,1300,1464
ENSG00000124721,15055,0,1,0,0,0,0
ENSG00000112164,3105,0,0,0,0,0,0
ENSG00000112167,2925,93,116,158,171,185,243
ENSG00000164626,3756,0,0,1,0,0,0
ENSG00000124780,2172,0,0,0,0,0,0
ENSG00000095981,1860,0,0,0,0,0,0
ENSG00000164627,11868,6,5,4,3,2,3
ENSG00000146122,12955,280,306,357,168,237,204
ENSG00000124615,5174,182,207,270,128,148,174
ENSG00000156564,3270,0,0,0,0,0,0
ENSG00000124602,3136,1,0,0,1,0,0
ENSG00000124596,6523,107,127,146,141,195,214
ENSG00000112212,988,0,0,0,0,0,0
ENSG00000124701,1151,0,0,0,0,0,1
ENSG00000001167,3811,561,603,715,643,671,944
ENSG00000161911,1483,0,0,0,0,0,0
ENSG00000095970,1095,0,0,0,0,0,0
ENSG00000112195,3302,0,0,0,0,0,0
ENSG00000188056,2712,0,0,0,0,0,0
ENSG00000124731,4329,2,1,1,1,6,6
ENSG00000096264,1219,0,0,0,0,0,0
ENSG00000137166,6170,476,525,738,577,639,759
ENSG00000112559,2523,1,2,3,6,3,6
ENSG00000112561,5648,78,91,120,49,54,60
ENSG00000096088,2025,0,0,0,0,0,0
ENSG00000137218,2858,22,19,32,43,36,41
ENSG00000124593,4479,18,15,25,20,28,26
ENSG00000278224,1714,0,1,0,0,0,1
ENSG00000214736,637,0,0,0,0,0,0
ENSG00000164663,10921,69,79,104,96,96,126
ENSG00000124641,3278,308,367,457,364,440,480
ENSG00000112578,2248,416,462,576,468,450,581
ENSG00000112576,5802,1290,1518,1886,1451,1615,1958
ENSG00000137413,9286,205,223,247,257,290,309
ENSG00000188112,6852,182,219,252,86,114,96
ENSG00000048545,2341,2,2,2,1,0,1
ENSG00000214732,688,0,0,0,0,0,0
ENSG00000112599,1113,3,8,7,8,9,16
ENSG00000048544,2110,631,715,886,726,945,1093
ENSG00000124496,7732,551,634,829,439,506,574
ENSG00000024048,8840,762,850,1068,734,853,951
ENSG00000112619,2976,20,18,23,15,11,20
ENSG00000124659,1616,249,303,389,380,406,512
ENSG00000112624,6843,164,211,252,235,237,277
ENSG00000146223,7809,2089,2447,3137,2753,2956,3597
ENSG00000221821,552,23,22,26,46,44,60
ENSG00000171611,1168,0,0,0,1,0,0
ENSG00000137161,1712,463,440,600,654,670,780
ENSG00000124713,1072,5,1,1,2,7,7
ENSG00000124587,3499,515,574,647,328,332,373
ENSG00000112640,3314,977,1088,1353,926,986,1066
ENSG00000124733,1089,594,724,912,807,786,951
ENSG00000124702,2019,1008,1209,1449,1431,1696,1988
ENSG00000124541,2212,710,850,1047,827,910,1152
ENSG00000044090,5628,980,1098,1369,1648,1766,2110
ENSG00000137171,6421,163,163,231,143,151,183
ENSG00000112651,2539,237,245,302,186,233,230
ENSG00000112655,9024,2767,3029,4002,4114,4374,5115
ENSG00000112658,4202,1112,1340,1677,1106,1271,1448
ENSG00000112659,12251,212,220,272,540,517,629
ENSG00000112667,1250,142,153,208,140,152,161
ENSG00000146216,7503,2,3,10,6,5,7
ENSG00000137204,3527,0,0,0,0,0,0
ENSG00000146215,2453,1,0,0,0,0,0
ENSG00000171467,9559,419,506,645,442,425,502
ENSG00000124574,8083,485,542,758,789,744,988
ENSG00000171462,2236,13,19,26,15,15,14
ENSG00000137221,6741,301,308,439,355,359,474
ENSG00000204052,2121,9,11,14,31,36,38
ENSG00000171453,2867,185,198,278,257,273,322
ENSG00000137207,3053,1947,2147,2851,4213,4314,5228
ENSG00000124571,8522,798,882,1141,746,735,959
ENSG00000170734,3540,577,561,817,510,541,620
ENSG00000172432,4624,530,663,845,882,947,1188
ENSG00000124688,1880,212,267,325,263,280,342
ENSG00000172426,2631,2,2,5,4,4,7
ENSG00000096080,1284,119,126,160,101,119,114
ENSG00000112715,14431,862,922,1123,1289,1349,1616
ENSG00000181577,3917,0,0,0,0,0,1
ENSG00000180992,959,400,448,576,388,400,473
ENSG00000137216,4425,761,877,1170,1612,1631,2028
ENSG00000137225,3549,0,0,0,0,0,1
ENSG00000112759,3333,169,227,288,134,161,136
ENSG00000096384,2980,14809,16852,21616,14643,16086,18924
ENSG00000157593,2363,1409,1635,2027,2786,2950,3566
